exp_name,input_type,input_source,rows,cols,B_cols,B_density,total_nonzeros,input_blocks_density,input_entries_density,input_block_size,reorder_algorithm,algo_block_size,epsilon,similarity_func,hierarchic_merge,scramble,Warmup,Repetitions,Algorithm,VBS_avg_nzblock_height,VBS_avg_nzblock_height_error,VBS_total_nonzeros,VBS_total_nonzeros_error,VBS_block_rows,VBS_block_rows_error,VBS_nz_blocks,VBS_nz_blocks_error,VBS_min_block_H,VBS_min_block_H_error,VBS_max_block_H,VBS_max_block_H_error,
default,2,data/real-graphs/facebook_combined.txt,3503,3503,5,1.000000,43130,0.500000,0.500000,4,saad_blocks,32,0.600000,scalar,1,1,0,5,-1,31.776501,0.792240,1845773.000000,27270.019531,277.600006,3.720215,1816.400024,23.896444,1.000000,0.000000,326.399994,1.743560,
default,2,data/real-graphs/facebook_combined.txt,3503,3503,5,1.000000,43130,0.500000,0.500000,4,saad_blocks,64,0.600000,scalar,1,1,0,5,-1,64.856560,1.861431,2492814.250000,51273.695312,116.199997,4.166533,602.200012,16.654129,1.000000,0.000000,400.600006,20.509510,
default,2,data/real-graphs/facebook_combined.txt,3503,3503,5,1.000000,43130,0.500000,0.500000,4,saad_blocks,32,0.700000,scalar,1,1,0,5,-1,15.347319,0.169663,1615933.250000,16115.342773,481.200012,3.762978,3291.199951,20.043951,1.000000,0.000000,305.000000,0.000000,
default,2,data/real-graphs/facebook_combined.txt,3503,3503,5,1.000000,43130,0.500000,0.500000,4,saad_blocks,64,0.700000,scalar,1,1,0,5,-1,33.136768,0.787766,2077933.625000,8007.125000,185.199997,4.915282,982.599976,20.713282,1.000000,0.000000,314.399994,0.489898,
default,2,data/real-graphs/facebook_combined.txt,3503,3503,5,1.000000,43130,0.500000,0.500000,4,saad_blocks,32,0.800000,scalar,1,1,0,5,-1,4.948546,0.032917,1218250.000000,8224.385742,1241.199951,3.815757,7695.600098,13.169662,1.000000,0.000000,244.600006,0.489898,
default,2,data/real-graphs/facebook_combined.txt,3503,3503,5,1.000000,43130,0.500000,0.500000,4,saad_blocks,64,0.800000,scalar,1,1,0,5,-1,12.400457,0.187614,1766277.625000,5138.363770,522.599976,8.357033,2231.399902,31.372601,1.000000,0.000000,331.000000,3.405877,
default,2,data/real-graphs/facebook_combined.txt,3503,3503,5,1.000000,43130,0.500000,0.500000,4,saad_blocks,32,0.900000,scalar,1,1,0,5,-1,2.203743,0.013811,949187.625000,1353.928955,2084.800049,12.383861,13465.599609,67.056992,1.000000,0.000000,234.000000,2.000000,
default,2,data/real-graphs/facebook_combined.txt,3503,3503,5,1.000000,43130,0.500000,0.500000,4,saad_blocks,64,0.900000,scalar,1,1,0,5,-1,3.460639,0.022280,1284047.625000,1054.837158,1245.000000,14.463748,5813.799805,39.014870,1.000000,0.000000,226.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,32,0.300000,scalar,1,1,0,5,-1,63.678558,0.755203,10009644.000000,45557.304688,141.800003,2.638181,4913.200195,38.896786,1.000000,0.000000,1092.599976,1.959592,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,64,0.300000,scalar,1,1,0,5,-1,247.665329,5.867115,19474658.000000,90486.085938,57.799999,1.720465,1230.000000,25.139610,1.000000,0.000000,2686.199951,5.706137,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,32,0.400000,scalar,1,1,0,5,-1,18.523224,0.236108,4865247.000000,22652.093750,443.600006,8.935324,8209.799805,68.212608,1.000000,0.000000,808.799988,2.039608,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,64,0.400000,scalar,1,1,0,5,-1,58.852425,0.653069,12707194.000000,88899.695312,140.000000,2.097618,3374.600098,35.454762,1.000000,0.000000,1222.000000,4.816638,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,32,0.500000,scalar,1,1,0,5,-1,8.039275,0.060824,2850100.250000,16705.505859,999.200012,8.084553,11080.000000,39.074287,1.000000,0.000000,615.000000,8.270430,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,64,0.500000,scalar,1,1,0,5,-1,18.510006,0.317681,7537959.000000,53610.109375,443.799988,8.541663,6365.000000,66.184593,1.000000,0.000000,834.599976,4.176123,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,32,0.600000,scalar,1,1,0,5,-1,3.702261,0.042543,1624562.625000,16123.584961,1715.199951,10.796295,13714.000000,34.005882,1.000000,0.000000,565.200012,0.979796,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,64,0.600000,scalar,1,1,0,5,-1,7.929647,0.069135,4798355.000000,10178.500000,978.000000,8.414274,9456.200195,62.789810,1.000000,0.000000,663.799988,1.326650,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,32,0.700000,scalar,1,1,0,5,-1,2.257999,0.002886,1164153.000000,535.076477,2422.000000,3.162278,16113.400391,15.525463,1.000000,0.000000,542.599976,0.800000,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,64,0.700000,scalar,1,1,0,5,-1,3.452682,0.010821,2775386.500000,7028.261719,1698.599976,3.072458,12561.400391,19.885672,1.000000,0.000000,589.799988,0.979796,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,32,0.800000,scalar,1,1,0,5,-1,1.210044,0.001830,749923.000000,396.076752,3472.199951,6.079473,19370.400391,20.075855,1.000000,0.000000,524.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,64,0.800000,scalar,1,1,0,5,-1,1.474343,0.001718,1595306.000000,798.334290,2921.600098,6.248200,16910.599609,14.065560,1.000000,0.000000,535.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,32,0.900000,scalar,1,1,0,5,-1,1.052359,0.000792,700035.000000,0.000000,4019.000000,5.019960,20791.400391,15.640971,1.000000,0.000000,524.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella04.txt,4935,4935,5,1.000000,25074,0.500000,0.500000,4,saad_blocks,64,0.900000,scalar,1,1,0,5,-1,1.066515,0.000598,1354915.000000,0.000000,3869.600098,5.817216,19854.400391,11.128343,1.000000,0.000000,535.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,32,0.300000,scalar,1,1,0,5,-1,83.633789,1.127434,7824758.500000,31416.384766,89.599998,0.800000,2934.199951,32.387653,1.000000,0.000000,1029.199951,4.791659,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,64,0.300000,scalar,1,1,0,5,-1,307.884613,3.893651,12425160.000000,63327.667969,37.799999,2.039608,637.799988,7.626271,1.000000,0.000000,2442.399902,4.800000,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,32,0.400000,scalar,1,1,0,5,-1,21.773895,0.295996,3630171.500000,19577.796875,272.000000,4.000000,5213.200195,48.280018,1.000000,0.000000,712.400024,1.356466,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,64,0.400000,scalar,1,1,0,5,-1,83.104332,0.690777,9903512.000000,16010.313477,82.000000,1.673320,1876.199951,17.197674,1.000000,0.000000,1168.000000,2.607681,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,32,0.500000,scalar,1,1,0,5,-1,8.226978,0.051511,1934192.375000,7429.022461,660.200012,5.114685,7348.799805,22.551273,1.000000,0.000000,582.400024,0.800000,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,64,0.500000,scalar,1,1,0,5,-1,22.530466,0.218296,5476357.500000,55207.609375,261.000000,2.366432,3822.199951,24.432766,1.000000,0.000000,754.599976,3.773592,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,32,0.600000,scalar,1,1,0,5,-1,3.907270,0.023573,1141658.000000,4258.722656,1140.000000,5.403703,9132.599609,24.936720,1.000000,0.000000,428.399994,0.800000,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,64,0.600000,scalar,1,1,0,5,-1,8.272129,0.121361,3200760.500000,23512.845703,629.599976,7.812810,6048.000000,48.801640,1.000000,0.000000,634.000000,2.280351,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,32,0.700000,scalar,1,1,0,5,-1,2.353556,0.004297,821503.625000,1035.614136,1670.199951,1.939072,10909.799805,8.681014,1.000000,0.000000,423.399994,0.800000,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,64,0.700000,scalar,1,1,0,5,-1,4.221964,0.041738,2216649.250000,19928.763672,1113.199951,5.706137,8205.400391,29.213694,1.000000,0.000000,546.000000,1.095445,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,32,0.800000,scalar,1,1,0,5,-1,1.348948,0.001117,582664.812500,115.555008,2539.800049,6.493073,13501.200195,9.579144,1.000000,0.000000,410.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,64,0.800000,scalar,1,1,0,5,-1,1.717989,0.003225,1266169.250000,1074.285278,2073.399902,3.720215,11519.200195,18.410866,1.000000,0.000000,422.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,32,0.900000,scalar,1,1,0,5,-1,1.064277,0.001232,519445.593750,58.656967,3123.000000,8.740709,15256.200195,17.220917,1.000000,0.000000,410.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella05.txt,3850,3850,5,1.000000,19009,0.500000,0.500000,4,saad_blocks,64,0.900000,scalar,1,1,0,5,-1,1.083500,0.000962,1009698.375000,270.319519,2997.199951,2.481935,14565.400391,9.090654,1.000000,0.000000,422.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,32,0.300000,scalar,1,1,0,5,-1,113.980186,1.094302,5892846.500000,16217.968750,56.799999,1.833030,1622.199951,14.524463,1.000000,0.000000,1147.599976,3.555278,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,64,0.300000,scalar,1,1,0,5,-1,371.260986,8.159860,8100586.500000,21316.835938,27.600000,2.332381,342.799988,7.413501,1.000000,0.000000,2253.199951,3.919184,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,32,0.400000,scalar,1,1,0,5,-1,33.166733,0.477319,3262187.500000,17052.673828,152.800003,2.925748,3076.000000,29.202740,1.000000,0.000000,772.000000,2.190890,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,64,0.400000,scalar,1,1,0,5,-1,112.603073,2.024831,7027769.000000,43738.625000,47.200001,0.979796,979.799988,12.936769,1.000000,0.000000,1260.800049,5.306600,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,32,0.500000,scalar,1,1,0,5,-1,13.164441,0.158484,1895273.250000,7031.690918,394.799988,8.975523,4502.000000,42.317844,1.000000,0.000000,654.400024,1.356466,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,64,0.500000,scalar,1,1,0,5,-1,33.464249,0.579071,4499194.500000,59734.792969,145.000000,1.414214,2102.800049,14.358273,1.000000,0.000000,807.799988,1.833030,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,32,0.600000,scalar,1,1,0,5,-1,5.646396,0.027264,1068690.250000,2094.285889,745.400024,7.002857,5917.000000,28.927496,1.000000,0.000000,505.200012,17.127756,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,64,0.600000,scalar,1,1,0,5,-1,14.184401,0.239529,3109697.250000,18319.201172,350.799988,5.418487,3428.000000,42.839233,1.000000,0.000000,674.799988,3.124100,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,32,0.700000,scalar,1,1,0,5,-1,3.426985,0.014880,793364.375000,1538.850708,1112.599976,4.800000,7237.399902,18.028866,1.000000,0.000000,438.000000,0.894427,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,64,0.700000,scalar,1,1,0,5,-1,5.361520,0.073573,1705902.000000,8769.693359,685.200012,8.376157,4975.200195,44.363949,1.000000,0.000000,495.399994,15.640971,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,32,0.800000,scalar,1,1,0,5,-1,1.630189,0.008756,492771.000000,1153.953857,1817.199951,9.987992,9450.599609,30.328865,1.000000,0.000000,308.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,64,0.800000,scalar,1,1,0,5,-1,2.139577,0.007241,1019873.625000,1433.566162,1383.599976,6.858572,7453.399902,17.749365,1.000000,0.000000,316.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,32,0.900000,scalar,1,1,0,5,-1,1.062869,0.000680,406070.187500,15.676740,2512.600098,4.841487,11945.599609,7.578918,1.000000,0.000000,308.000000,0.000000,
default,2,data/real-graphs/p2p-Gnutella09.txt,3055,3055,5,1.000000,14941,0.500000,0.500000,4,saad_blocks,64,0.900000,scalar,1,1,0,5,-1,1.092812,0.002295,766027.187500,306.666199,2378.600098,1.743560,10962.400391,18.682611,1.000000,0.000000,316.000000,0.000000,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,32,0.300000,scalar,1,1,0,5,-1,114.900955,0.307943,405571200.000000,2133237.750000,4524.600098,21.822924,110304.203125,385.902283,1.000000,0.000000,5089.799805,20.643642,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,64,0.300000,scalar,1,1,0,5,-1,162.873825,0.990746,709420160.000000,3551140.750000,2627.800049,10.943491,68064.796875,167.130371,1.000000,0.000000,6828.399902,32.732861,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,32,0.400000,scalar,1,1,0,5,-1,50.418373,0.819918,276601408.000000,4008870.250000,9265.599609,26.264807,171447.406250,626.322449,1.000000,0.000000,3845.000000,18.644033,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,64,0.400000,scalar,1,1,0,5,-1,70.323059,0.847126,506133760.000000,5430392.000000,6127.000000,19.473059,112471.398438,342.067596,1.000000,0.000000,4838.799805,14.302447,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,32,0.500000,scalar,1,1,0,5,-1,22.396122,0.264561,174808192.000000,1867503.500000,16158.599609,18.639742,243918.796875,303.373962,1.000000,0.000000,2996.800049,14.593149,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,64,0.500000,scalar,1,1,0,5,-1,30.611996,0.298222,335402080.000000,2969167.000000,12235.200195,11.408769,171219.000000,360.222168,1.000000,0.000000,3720.600098,10.051866,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,32,0.600000,scalar,1,1,0,5,-1,11.018826,0.264747,105767608.000000,2464436.250000,20537.400391,11.586200,299968.812500,431.450775,1.000000,0.000000,2793.600098,13.260468,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,64,0.600000,scalar,1,1,0,5,-1,15.987515,0.335885,239974912.000000,4418786.500000,17297.800781,22.868320,234583.406250,849.845825,1.000000,0.000000,3332.399902,10.131140,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,32,0.700000,scalar,1,1,0,5,-1,3.055284,0.009504,32158662.000000,99375.750000,22877.400391,4.758151,328926.406250,10.071745,1.000000,0.000000,2718.199951,13.362635,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,64,0.700000,scalar,1,1,0,5,-1,7.429542,0.035995,135028640.000000,653061.187500,20676.199219,9.431861,284051.187500,18.104147,1.000000,0.000000,3166.399902,8.867920,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,32,0.800000,scalar,1,1,0,5,-1,1.102044,0.000163,12226148.000000,968.199707,30873.800781,10.647064,346693.593750,25.215868,1.000000,0.000000,2498.000000,0.000000,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,64,0.800000,scalar,1,1,0,5,-1,1.137261,0.000366,22653374.000000,3820.022705,29187.400391,21.114923,311241.406250,51.063099,1.000000,0.000000,2688.000000,0.000000,
default,2,data/real-graphs/soc-Epinions1.txt,60341,60341,5,1.000000,494971,0.500000,0.500000,4,saad_blocks,32,0.900000,scalar,1,1,0,5,-1,1.081234,0.000085,12118737.000000,64.000000,32325.800781,10.514750,350261.812500,27.051065,1.000000,0.000000,2498.000000,0.000000,
